image,mask,val_fold,fold_1,fold_2,fold_3,fold_4,fold_5
CEO147.jpg,CEO147_mask.png,4,train,train,train,val,train
CEO148.jpg,CEO148_mask.png,4,train,train,train,val,train
CEO151.jpg,CEO151_mask.png,4,train,train,train,val,train
CEO152.jpg,CEO152_mask.png,4,train,train,train,val,train
CEO153.jpg,CEO153_mask.png,4,train,train,train,val,train
CEO163.jpg,CEO163_mask.png,4,train,train,train,val,train
CEO169.jpg,CEO169_mask.png,4,train,train,train,val,train
CEO176.jpg,CEO176_mask.png,4,train,train,train,val,train
CEO184.jpg,CEO184_mask.png,4,train,train,train,val,train
CEO187.jpg,CEO187_mask.png,4,train,train,train,val,train
CEO194.jpg,CEO194_mask.png,4,train,train,train,val,train
CEO195.jpg,CEO195_mask.png,4,train,train,train,val,train
CEO198.jpg,CEO198_mask.png,4,train,train,train,val,train
CEO203.jpg,CEO203_mask.png,4,train,train,train,val,train
CEO208.jpg,CEO208_mask.png,4,train,train,train,val,train
CEO220.jpg,CEO220_mask.png,4,train,train,train,val,train
CEO225.jpg,CEO225_mask.png,4,train,train,train,val,train
CEO227.jpg,CEO227_mask.png,4,train,train,train,val,train
CEO233.jpg,CEO233_mask.png,4,train,train,train,val,train
CEO234.jpg,CEO234_mask.png,4,train,train,train,val,train
CEO247.jpg,CEO247_mask.png,4,train,train,train,val,train
CEO254.jpg,CEO254_mask.png,4,train,train,train,val,train
CEO259.jpg,CEO259_mask.png,4,train,train,train,val,train
CEO263.jpg,CEO263_mask.png,4,train,train,train,val,train
CEO267.jpg,CEO267_mask.png,4,train,train,train,val,train
CEO268.jpg,CEO268_mask.png,4,train,train,train,val,train
CEO280.jpg,CEO280_mask.png,4,train,train,train,val,train
CEO283.jpg,CEO283_mask.png,4,train,train,train,val,train
CEO294.jpg,CEO294_mask.png,4,train,train,train,val,train
CEO298.jpg,CEO298_mask.png,4,train,train,train,val,train
CEO304.jpg,CEO304_mask.png,4,train,train,train,val,train
CEO310.jpg,CEO310_mask.png,4,train,train,train,val,train
CEO318.jpg,CEO318_mask.png,4,train,train,train,val,train
CEO326.jpg,CEO326_mask.png,4,train,train,train,val,train
CEO348.jpg,CEO348_mask.png,4,train,train,train,val,train
CEO349.jpg,CEO349_mask.png,4,train,train,train,val,train
CEO359.jpg,CEO359_mask.png,4,train,train,train,val,train
CEO360.jpg,CEO360_mask.png,4,train,train,train,val,train
CEO366.jpg,CEO366_mask.png,4,train,train,train,val,train
CEO369.jpg,CEO369_mask.png,4,train,train,train,val,train
CEO371.jpg,CEO371_mask.png,4,train,train,train,val,train
CEO374.jpg,CEO374_mask.png,4,train,train,train,val,train
CEO377.jpg,CEO377_mask.png,4,train,train,train,val,train
CEO384.jpg,CEO384_mask.png,4,train,train,train,val,train
CEO385.jpg,CEO385_mask.png,4,train,train,train,val,train
CEO387.jpg,CEO387_mask.png,4,train,train,train,val,train
CEO401.jpg,CEO401_mask.png,4,train,train,train,val,train
CEO403.jpg,CEO403_mask.png,4,train,train,train,val,train
CEO404.jpg,CEO404_mask.png,4,train,train,train,val,train
CEO408.jpg,CEO408_mask.png,4,train,train,train,val,train
CEO411.jpg,CEO411_mask.png,4,train,train,train,val,train
CEO415.jpg,CEO415_mask.png,4,train,train,train,val,train
CEO416.jpg,CEO416_mask.png,4,train,train,train,val,train
CEO420.jpg,CEO420_mask.png,4,train,train,train,val,train
CEO422.jpg,CEO422_mask.png,4,train,train,train,val,train
CEO434.jpg,CEO434_mask.png,4,train,train,train,val,train
CEO439.jpg,CEO439_mask.png,4,train,train,train,val,train
CEO441.jpg,CEO441_mask.png,4,train,train,train,val,train
CEO442.jpg,CEO442_mask.png,4,train,train,train,val,train
CEO445.jpg,CEO445_mask.png,4,train,train,train,val,train
CEO453.jpg,CEO453_mask.png,4,train,train,train,val,train
CEO457.jpg,CEO457_mask.png,4,train,train,train,val,train
CEO464.jpg,CEO464_mask.png,4,train,train,train,val,train
CEO473.jpg,CEO473_mask.png,4,train,train,train,val,train
CEO474.jpg,CEO474_mask.png,4,train,train,train,val,train
CEO478.jpg,CEO478_mask.png,4,train,train,train,val,train
CEO480.jpg,CEO480_mask.png,4,train,train,train,val,train
CEO481.jpg,CEO481_mask.png,4,train,train,train,val,train
CEO483.jpg,CEO483_mask.png,4,train,train,train,val,train
CEO489.jpg,CEO489_mask.png,4,train,train,train,val,train
CEO491.jpg,CEO491_mask.png,4,train,train,train,val,train
CEO496.jpg,CEO496_mask.png,4,train,train,train,val,train
CEO497.jpg,CEO497_mask.png,4,train,train,train,val,train
CEO501.jpg,CEO501_mask.png,4,train,train,train,val,train
CEO506.jpg,CEO506_mask.png,4,train,train,train,val,train
CEO510.jpg,CEO510_mask.png,4,train,train,train,val,train
CEO513.jpg,CEO513_mask.png,4,train,train,train,val,train
CEO516.jpg,CEO516_mask.png,4,train,train,train,val,train
CEO518.jpg,CEO518_mask.png,4,train,train,train,val,train
CEO520.jpg,CEO520_mask.png,4,train,train,train,val,train
CEO526.jpg,CEO526_mask.png,4,train,train,train,val,train
CEO527.jpg,CEO527_mask.png,4,train,train,train,val,train
CEO531.jpg,CEO531_mask.png,4,train,train,train,val,train
CEO540.jpg,CEO540_mask.png,4,train,train,train,val,train
CEO544.jpg,CEO544_mask.png,4,train,train,train,val,train
CEO545.jpg,CEO545_mask.png,4,train,train,train,val,train
CEO555.jpg,CEO555_mask.png,4,train,train,train,val,train
CEO559.jpg,CEO559_mask.png,4,train,train,train,val,train
CEO568.jpg,CEO568_mask.png,4,train,train,train,val,train
CEO571.jpg,CEO571_mask.png,4,train,train,train,val,train
CEO583.jpg,CEO583_mask.png,4,train,train,train,val,train
CEO586.jpg,CEO586_mask.png,4,train,train,train,val,train
CEO588.jpg,CEO588_mask.png,4,train,train,train,val,train
CEO594.jpg,CEO594_mask.png,4,train,train,train,val,train
CEO596.jpg,CEO596_mask.png,4,train,train,train,val,train
CEO600.jpg,CEO600_mask.png,4,train,train,train,val,train
CEO605.jpg,CEO605_mask.png,4,train,train,train,val,train
CEO606.jpg,CEO606_mask.png,4,train,train,train,val,train
CEO611.jpg,CEO611_mask.png,4,train,train,train,val,train
CEO612.jpg,CEO612_mask.png,4,train,train,train,val,train
CEO613.jpg,CEO613_mask.png,4,train,train,train,val,train
CEO617.jpg,CEO617_mask.png,4,train,train,train,val,train
CEO619.jpg,CEO619_mask.png,4,train,train,train,val,train
CEO621.jpg,CEO621_mask.png,4,train,train,train,val,train
CEO626.jpg,CEO626_mask.png,4,train,train,train,val,train
CEO627.jpg,CEO627_mask.png,4,train,train,train,val,train
CEO638.jpg,CEO638_mask.png,4,train,train,train,val,train
CEO639.jpg,CEO639_mask.png,4,train,train,train,val,train
CEO641.jpg,CEO641_mask.png,4,train,train,train,val,train
CEO643.jpg,CEO643_mask.png,4,train,train,train,val,train
CEO648.jpg,CEO648_mask.png,4,train,train,train,val,train
CEO649.jpg,CEO649_mask.png,4,train,train,train,val,train
CEO654.jpg,CEO654_mask.png,4,train,train,train,val,train
CEO656.jpg,CEO656_mask.png,4,train,train,train,val,train
CEO657.jpg,CEO657_mask.png,4,train,train,train,val,train
CEO665.jpg,CEO665_mask.png,4,train,train,train,val,train
CEO667.jpg,CEO667_mask.png,4,train,train,train,val,train
CEO671.jpg,CEO671_mask.png,4,train,train,train,val,train
CEO678.jpg,CEO678_mask.png,4,train,train,train,val,train
CEO681.jpg,CEO681_mask.png,4,train,train,train,val,train
CEO683.jpg,CEO683_mask.png,4,train,train,train,val,train
CEO684.jpg,CEO684_mask.png,4,train,train,train,val,train
CEO686.jpg,CEO686_mask.png,4,train,train,train,val,train
CEO694.jpg,CEO694_mask.png,4,train,train,train,val,train
CEO695.jpg,CEO695_mask.png,4,train,train,train,val,train
CEO697.jpg,CEO697_mask.png,4,train,train,train,val,train
CEO709.jpg,CEO709_mask.png,4,train,train,train,val,train
CEO002.jpg,CEO002_mask.png,5,train,train,train,train,val
CEO005.jpg,CEO005_mask.png,5,train,train,train,train,val
CEO014.jpg,CEO014_mask.png,5,train,train,train,train,val
CEO015.jpg,CEO015_mask.png,5,train,train,train,train,val
CEO021.jpg,CEO021_mask.png,5,train,train,train,train,val
CEO022.jpg,CEO022_mask.png,5,train,train,train,train,val
CEO028.jpg,CEO028_mask.png,5,train,train,train,train,val
CEO033.jpg,CEO033_mask.png,5,train,train,train,train,val
CEO035.jpg,CEO035_mask.png,5,train,train,train,train,val
CEO036.jpg,CEO036_mask.png,5,train,train,train,train,val
CEO041.jpg,CEO041_mask.png,5,train,train,train,train,val
CEO048.jpg,CEO048_mask.png,5,train,train,train,train,val
CEO053.jpg,CEO053_mask.png,5,train,train,train,train,val
CEO059.jpg,CEO059_mask.png,5,train,train,train,train,val
CEO063.jpg,CEO063_mask.png,5,train,train,train,train,val
CEO065.jpg,CEO065_mask.png,5,train,train,train,train,val
CEO072.jpg,CEO072_mask.png,5,train,train,train,train,val
CEO081.jpg,CEO081_mask.png,5,train,train,train,train,val
CEO086.jpg,CEO086_mask.png,5,train,train,train,train,val
CEO088.jpg,CEO088_mask.png,5,train,train,train,train,val
CEO092.jpg,CEO092_mask.png,5,train,train,train,train,val
CEO096.jpg,CEO096_mask.png,5,train,train,train,train,val
CEO099.jpg,CEO099_mask.png,5,train,train,train,train,val
CEO100.jpg,CEO100_mask.png,5,train,train,train,train,val
CEO103.jpg,CEO103_mask.png,5,train,train,train,train,val
CEO106.jpg,CEO106_mask.png,5,train,train,train,train,val
CEO107.jpg,CEO107_mask.png,5,train,train,train,train,val
CEO122.jpg,CEO122_mask.png,5,train,train,train,train,val
CEO129.jpg,CEO129_mask.png,5,train,train,train,train,val
CEO131.jpg,CEO131_mask.png,5,train,train,train,train,val
CEO135.jpg,CEO135_mask.png,5,train,train,train,train,val
CEO139.jpg,CEO139_mask.png,5,train,train,train,train,val
CEO157.jpg,CEO157_mask.png,5,train,train,train,train,val
CEO160.jpg,CEO160_mask.png,5,train,train,train,train,val
CEO161.jpg,CEO161_mask.png,5,train,train,train,train,val
CEO162.jpg,CEO162_mask.png,5,train,train,train,train,val
CEO167.jpg,CEO167_mask.png,5,train,train,train,train,val
CEO171.jpg,CEO171_mask.png,5,train,train,train,train,val
CEO188.jpg,CEO188_mask.png,5,train,train,train,train,val
CEO190.jpg,CEO190_mask.png,5,train,train,train,train,val
CEO192.jpg,CEO192_mask.png,5,train,train,train,train,val
CEO201.jpg,CEO201_mask.png,5,train,train,train,train,val
CEO202.jpg,CEO202_mask.png,5,train,train,train,train,val
CEO206.jpg,CEO206_mask.png,5,train,train,train,train,val
CEO207.jpg,CEO207_mask.png,5,train,train,train,train,val
CEO215.jpg,CEO215_mask.png,5,train,train,train,train,val
CEO217.jpg,CEO217_mask.png,5,train,train,train,train,val
CEO218.jpg,CEO218_mask.png,5,train,train,train,train,val
CEO231.jpg,CEO231_mask.png,5,train,train,train,train,val
CEO241.jpg,CEO241_mask.png,5,train,train,train,train,val
CEO242.jpg,CEO242_mask.png,5,train,train,train,train,val
CEO243.jpg,CEO243_mask.png,5,train,train,train,train,val
CEO244.jpg,CEO244_mask.png,5,train,train,train,train,val
CEO252.jpg,CEO252_mask.png,5,train,train,train,train,val
CEO253.jpg,CEO253_mask.png,5,train,train,train,train,val
CEO270.jpg,CEO270_mask.png,5,train,train,train,train,val
CEO271.jpg,CEO271_mask.png,5,train,train,train,train,val
CEO274.jpg,CEO274_mask.png,5,train,train,train,train,val
CEO277.jpg,CEO277_mask.png,5,train,train,train,train,val
CEO289.jpg,CEO289_mask.png,5,train,train,train,train,val
CEO296.jpg,CEO296_mask.png,5,train,train,train,train,val
CEO309.jpg,CEO309_mask.png,5,train,train,train,train,val
CEO314.jpg,CEO314_mask.png,5,train,train,train,train,val
CEO316.jpg,CEO316_mask.png,5,train,train,train,train,val
CEO331.jpg,CEO331_mask.png,5,train,train,train,train,val
CEO338.jpg,CEO338_mask.png,5,train,train,train,train,val
CEO340.jpg,CEO340_mask.png,5,train,train,train,train,val
CEO344.jpg,CEO344_mask.png,5,train,train,train,train,val
CEO346.jpg,CEO346_mask.png,5,train,train,train,train,val
CEO367.jpg,CEO367_mask.png,5,train,train,train,train,val
CEO373.jpg,CEO373_mask.png,5,train,train,train,train,val
CEO379.jpg,CEO379_mask.png,5,train,train,train,train,val
CEO380.jpg,CEO380_mask.png,5,train,train,train,train,val
CEO386.jpg,CEO386_mask.png,5,train,train,train,train,val
CEO388.jpg,CEO388_mask.png,5,train,train,train,train,val
CEO390.jpg,CEO390_mask.png,5,train,train,train,train,val
CEO392.jpg,CEO392_mask.png,5,train,train,train,train,val
CEO393.jpg,CEO393_mask.png,5,train,train,train,train,val
CEO398.jpg,CEO398_mask.png,5,train,train,train,train,val
CEO402.jpg,CEO402_mask.png,5,train,train,train,train,val
CEO407.jpg,CEO407_mask.png,5,train,train,train,train,val
CEO414.jpg,CEO414_mask.png,5,train,train,train,train,val
CEO419.jpg,CEO419_mask.png,5,train,train,train,train,val
CEO428.jpg,CEO428_mask.png,5,train,train,train,train,val
CEO436.jpg,CEO436_mask.png,5,train,train,train,train,val
CEO455.jpg,CEO455_mask.png,5,train,train,train,train,val
CEO456.jpg,CEO456_mask.png,5,train,train,train,train,val
CEO459.jpg,CEO459_mask.png,5,train,train,train,train,val
CEO460.jpg,CEO460_mask.png,5,train,train,train,train,val
CEO461.jpg,CEO461_mask.png,5,train,train,train,train,val
CEO462.jpg,CEO462_mask.png,5,train,train,train,train,val
CEO467.jpg,CEO467_mask.png,5,train,train,train,train,val
CEO472.jpg,CEO472_mask.png,5,train,train,train,train,val
CEO475.jpg,CEO475_mask.png,5,train,train,train,train,val
CEO476.jpg,CEO476_mask.png,5,train,train,train,train,val
CEO477.jpg,CEO477_mask.png,5,train,train,train,train,val
CEO485.jpg,CEO485_mask.png,5,train,train,train,train,val
CEO490.jpg,CEO490_mask.png,5,train,train,train,train,val
CEO492.jpg,CEO492_mask.png,5,train,train,train,train,val
CEO493.jpg,CEO493_mask.png,5,train,train,train,train,val
CEO499.jpg,CEO499_mask.png,5,train,train,train,train,val
CEO503.jpg,CEO503_mask.png,5,train,train,train,train,val
CEO505.jpg,CEO505_mask.png,5,train,train,train,train,val
CEO509.jpg,CEO509_mask.png,5,train,train,train,train,val
CEO511.jpg,CEO511_mask.png,5,train,train,train,train,val
CEO521.jpg,CEO521_mask.png,5,train,train,train,train,val
CEO525.jpg,CEO525_mask.png,5,train,train,train,train,val
CEO541.jpg,CEO541_mask.png,5,train,train,train,train,val
CEO547.jpg,CEO547_mask.png,5,train,train,train,train,val
CEO554.jpg,CEO554_mask.png,5,train,train,train,train,val
CEO556.jpg,CEO556_mask.png,5,train,train,train,train,val
CEO557.jpg,CEO557_mask.png,5,train,train,train,train,val
CEO561.jpg,CEO561_mask.png,5,train,train,train,train,val
CEO562.jpg,CEO562_mask.png,5,train,train,train,train,val
CEO563.jpg,CEO563_mask.png,5,train,train,train,train,val
CEO564.jpg,CEO564_mask.png,5,train,train,train,train,val
CEO565.jpg,CEO565_mask.png,5,train,train,train,train,val
CEO566.jpg,CEO566_mask.png,5,train,train,train,train,val
CEO567.jpg,CEO567_mask.png,5,train,train,train,train,val
CEO574.jpg,CEO574_mask.png,5,train,train,train,train,val
CEO575.jpg,CEO575_mask.png,5,train,train,train,train,val
CEO578.jpg,CEO578_mask.png,5,train,train,train,train,val
CEO593.jpg,CEO593_mask.png,5,train,train,train,train,val
CEO601.jpg,CEO601_mask.png,5,train,train,train,train,val
CEO607.jpg,CEO607_mask.png,5,train,train,train,train,val
CEO608.jpg,CEO608_mask.png,5,train,train,train,train,val
CEO609.jpg,CEO609_mask.png,5,train,train,train,train,val
CEO614.jpg,CEO614_mask.png,5,train,train,train,train,val
CEO615.jpg,CEO615_mask.png,5,train,train,train,train,val
CEO616.jpg,CEO616_mask.png,5,train,train,train,train,val
CEO631.jpg,CEO631_mask.png,5,train,train,train,train,val
CEO633.jpg,CEO633_mask.png,5,train,train,train,train,val
CEO642.jpg,CEO642_mask.png,5,train,train,train,train,val
CEO647.jpg,CEO647_mask.png,5,train,train,train,train,val
CEO662.jpg,CEO662_mask.png,5,train,train,train,train,val
CEO664.jpg,CEO664_mask.png,5,train,train,train,train,val
CEO672.jpg,CEO672_mask.png,5,train,train,train,train,val
CEO677.jpg,CEO677_mask.png,5,train,train,train,train,val
CEO682.jpg,CEO682_mask.png,5,train,train,train,train,val
CEO700.jpg,CEO700_mask.png,5,train,train,train,train,val
CEO701.jpg,CEO701_mask.png,5,train,train,train,train,val
CEO703.jpg,CEO703_mask.png,5,train,train,train,train,val
CEO714.jpg,CEO714_mask.png,5,train,train,train,train,val
CEO718.jpg,CEO718_mask.png,5,train,train,train,train,val
